nome,nparti,semana,ano,data,cidade,estado,5km,10km,21km,42km
GRAND PLAZA RUN 2025,1876,39,2025,21/09/2025,SANTO ANDRE,SP,1,1,0,0
AERO NIGHT RUN - JUNDIAI,1875,40,2025,04/10/2025,JUNDIAI,SP,1,1,0,0
MEIA MARATONA TRT GOIAS - 2025,1875,48,2025,23/11/2025,GOIANIA,GO,1,1,1,0
CORRIDA BEM HORTIFRUTI,1855,45,2025,02/11/2025,BELO HORIZONTE,MG,1,1,0,0
5 CORRIDA BOMBEIROS VOLUNTARIOS DE JOINVILLE,1853,46,2025,15/11/2025,JOINVILLE,SC,1,1,0,0
X CORRIDA NEMA - NOSSA ENERGIA MOVE A AMAZONIA 2025,1850,46,2025,15/11/2025,MANAUS,AM,1,1,0,0
NEO RUNNING VILLA LOBOS,1845,49,2025,30/11/2025,SAO PAULO,SP,1,1,0,0
38 CORRIDA DO FOGO,1842,28,2025,06/07/2025,FORTALEZA,CE,1,1,0,0
SUMMER NIGHT RUN 2026,1841,9,2026,22/02/2026,CAPAO DA CANOA,RS,1,1,0,0
CIRCUITO NEO RUNNING,1839,26,2025,22/06/2025,SAO MIGUEL ARCANJO,SP,1,1,0,0
CAIXA | CORRIDAS PELO NORDESTE - CAMPINA GRANDE-PB,1837,35,2025,24/08/2025,CAMPINA GRANDE,PB,1,1,0,0
CORRIDA MAZZA RUN 5K E 10K,1835,27,2025,29/06/2025,SAO CAETANO DO SUL,SP,1,1,0,0
MEU PAIS DE CARUARU,1833,51,2025,14/12/2025,CARUARU,PE,1,0,0,0
TRACK&FIELD RUN SERIES 2025 - POMPEIA,1824,33,2025,10/08/2025,SAO PAULO,SP,1,1,1,0
7 CORRIDA DA RODOVIA,1818,32,2025,03/08/2025,FORTALEZA,CE,1,1,0,0
CIRCUITO DESBRAVA,1812,34,2025,17/08/2025,NATAL,RN,1,1,0,0
1 CIRCUITO INGA,1812,51,2025,14/12/2025,MARINGA,PR,0,1,0,0
RIO MARAVILHA ETAPA VERAO 2026,1812,6,2026,01/02/2026,RIO DE JANEIRO,RJ,1,0,0,0
3 CORRIDA SUPERMERCADO GUARA,1811,28,2025,06/07/2025,FORTALEZA,CE,1,1,1,0
MFC RUN - MARINGA FUTEBOL CLUBE,1806,35,2025,24/08/2025,MARINGA,PR,1,1,0,0
CASCAVEL RUN 74 ANOS,1806,46,2025,14/11/2025,CASCAVEL,PR,1,1,1,0
18 CORRIDA JUVENTUS,1803,35,2025,24/08/2025,SAO PAULO,SP,1,1,0,0
PARK RUN 2026,1803,5,2026,25/01/2026,BELO HORIZONTE,MG,0,1,0,0
CORRIDA SOLDADO DO BOPE,1790,36,2025,31/08/2025,RIO DE JANEIRO,RJ,1,1,0,0
POA LADIES RUN 2025,1790,43,2025,19/10/2025,PORTO ALEGRE,RS,1,1,0,0
CIRCUITO DESBRAVA - ETAPA CAMPINAS,1787,28,2025,09/07/2025,CAMPINAS,SP,1,1,0,0
5 CORRIDA OUTLET PREMIUM SAO PAULO,1783,30,2025,20/07/2025,ITUPEVA,SP,1,1,0,0
LIVE! RUN XP 2025 - SAO LUIS,1781,38,2025,14/09/2025,SAO LUIS,MA,1,1,0,0
CORRIDA DO BOB ESPONJA - VITORIA,1779,6,2026,01/02/2026,VITORIA,ES,1,0,0,0
LIVE! RUN XP 2025 - VITORIA,1770,30,2025,20/07/2025,VITORIA,ES,0,1,1,0
CIRCUITO DE CORRIDAS PAGUE MENOS - 5 ETAPA PIRACICABA - 2025,1769,34,2025,17/08/2025,PIRACICABA,SP,0,1,0,0
NIGHT RUN - FLORIANOPOLIS - 2025,1764,46,2025,15/11/2025,FLORIANOPOLIS,SC,1,1,0,0
3 CORRIDA KL ELETRICIDADE - 6KM - 21 ANOS - NIGHT RUN,1745,22,2025,31/05/2025,PARAUAPEBAS,PA,0,1,0,0
4 SPORTV RUN,1739,43,2025,19/10/2025,SAO PAULO,SP,1,1,0,0
LIVE! RUN XP 2025 - CAMPINAS II,1733,43,2025,19/10/2025,CAMPINAS,SP,1,1,1,0
TRACK&FIELD RUN SERIES 2025 - CENTER NORTE II,1732,29,2025,13/07/2025,SAO PAULO,SP,1,1,0,0
4  CORRIDA E CAMINHADA PREZUNIC,1732,40,2025,28/09/2025,RIO DE JANEIRO,RJ,1,1,0,0
LIVE! RUN XP 2025 - CAMPINAS,1732,43,2025,19/10/2025,CAMPINAS,SP,1,1,1,0
CIRCUITO DE CORRIDAS PAGUE MENOS - 1 ETAPA INDAIATUBA 2026,1732,9,2026,22/02/2026,INDAIATUBA,SP,1,1,1,0
1 CORRIDA REBOUCAS,1731,49,2025,30/11/2025,MOSSORO,RN,1,1,0,0
NIGHT RUN - CUIABAA - 2025,1727,35,2025,30/08/2025,CUIABA,MT,1,1,0,0
CORRIDA E CAMINHADA NATAL DE ENCANTOS - EDICAO VITORIA DO CONSUMIDOR CONSCIENTE 2025,1723,51,2025,20/12/2025,VITORIA,ES,0,1,0,0
II CORRIDA MULTMAIS,1721,29,2025,13/07/2025,SALVADOR,BA,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - RUNNING FEIRA DE SANTANA | PORTAL DO SERTAO,1721,29,2025,13/07/2025,FEIRA DE SANTANA,BA,1,1,0,0
CIRCUITO DESBRAVA - SAO PAULO,1717,47,2025,16/11/2025,SAO PAULO,SP,1,1,0,0
LIVE! RUN XP 2025 - NATAL,1713,23,2025,01/06/2025,NATAL,RN,1,1,1,0
CORRIDA DA SAUDE FARMACIA BRITO 2025,1710,38,2025,14/09/2025,FEIRA DE SANTANA,BA,1,1,0,0
1 CORRIDA NEW NUTRITION,1709,43,2025,19/10/2025,RIBEIRAO PRETO,SP,1,1,0,0
ECO RECICLA RUN,1707,23,2025,01/06/2025,SAO PAULO,SP,1,1,0,0
MARATONA INTERNACIONAL DE PIRACICABA,1701,32,2025,03/08/2025,PIRACICABA,SP,1,1,1,1
III CORRIDA DA POLICIA PENAL,1700,49,2025,06/12/2025,MACAPA,AP,0,1,0,0
3 CORRIDA DA RADIOPATRULHA,1699,36,2025,31/08/2025,RECIFE,PE,1,1,0,0
CORRIDA FOLHA METROPOLITANA,1698,50,2025,07/12/2025,GUARULHOS,SP,1,1,0,0
CIRCUITO DE CORRIDAS PAGUE MENOS - 4 ETAPA ITU - 2025,1696,25,2025,15/06/2025,ITU,SP,1,1,0,0
CIRCUITO ULTRAMACHO - SENTA A PUA,1693,42,2025,12/10/2025,CHAPADA DOS GUIMARAES,MT,0,1,1,1
AIRPORT RUN,1688,44,2025,26/10/2025,GUARULHOS,SP,1,0,0,0
CIRCUITO SESC DE CORRIDAS 2025 - ETAPA INTERLAGOS,1684,32,2025,03/08/2025,SAO PAULO,SP,0,1,0,0
GIRL POWER - GUARULHOS - 2025,1684,46,2025,09/11/2025,SAO PAULO,SP,1,1,0,0
CORRE CARNAVAL FOLIA 2026,1684,6,2026,01/02/2026,SALVADOR,BA,1,0,0,0
41 MEIA MARATONA BELA VISTA COUNTRY CLUB,1682,40,2025,28/09/2025,GASPAR,SC,1,1,1,0
NIGHT RUN 2025 - ETAPA 1 - CAMPO GRANDE,1679,26,2025,28/06/2025,CAMPO GRANDE,MS,1,1,0,0
CORRIDA AMAZONAS SHOPPING 34 ANOS,1670,46,2025,09/11/2025,MANAUS,AM,1,1,0,0
LIVE! RUN XP 2025 - MACEIO,1667,30,2025,20/07/2025,MACEIO,AL,1,1,0,0
19 CORRIDA DO MARMELO DE CIDADE OCIDENTAL,1666,8,2026,21/02/2026,CIDADE OCIDENTAL,GO,0,1,1,0
24 CORRIDA PELA CIDADANIA,1660,51,2025,14/12/2025,SAO PAULO,SP,1,1,1,0
5 CORRIDA DE PREVENCAO AO AVC,1659,44,2025,26/10/2025,FEIRA DE SANTANA,BA,1,1,0,0
CORRIDA REFRIGERANTE MARAJA,1658,35,2025,24/08/2025,VARZEA GRANDE,MT,0,1,0,0
CIRCUITO S RUN EDICAO TERESINA 2025,1652,42,2025,12/10/2025,TERESINA,PI,1,1,0,0
CORRIDA NOTURNA ANIVERSARIO DE DIADEMA 66 ANOS,1651,49,2025,06/12/2025,DIADEMA,SP,1,1,0,0
LIVE! RUN XP 2025 - SAO JOSE DOS CAMPOS,1649,38,2025,14/09/2025,SAO JOSE DOS CAMPOS,SP,1,1,0,0
ECO RUN - PORTO ALEGRE - 2025,1648,29,2025,13/07/2025,PORTO ALEGRE,RS,1,1,0,0
CORRIDA E CAMINHADA TRIGO E SAUDE 7 EDICAO,1647,41,2025,05/10/2025,SAO PAULO,SP,1,1,0,0
1 CORRIDA DO SERVIDOR PUBLICO,1644,45,2025,02/11/2025,MACAPA,AP,1,0,0,0
4 CORRIDA DE RUA DO YACHT,1640,44,2025,26/10/2025,SALVADOR,BA,1,1,1,0
10 MILHAS INTL DE SAO JOAO DE MERITI,1638,35,2025,24/08/2025,SAO JOAO DE MERITI,RJ,0,1,1,0
BIOMAS - PANTANAL - CAMPO GRANDE - 2025,1638,37,2025,07/09/2025,CAMPO GRANDE,MS,1,1,0,0
CIRCUITO DO ACO,1634,46,2025,15/11/2025,FORTALEZA,CE,1,1,0,0
CORRA COM A ROTAM,1634,51,2025,20/12/2025,BELEM,PA,0,1,0,0
4 CORRIDA E CAMINHADA UM SO SANGUE,1633,27,2025,29/06/2025,SAO PAULO,SP,1,1,0,0
LIVE! RUN XP 2025 - JOAO PESSOA,1632,41,2025,05/10/2025,JOAO PESSOA,PB,1,1,1,0
CORRIDA UNIMED 2025 - CAMPINA GRANDE,1630,31,2025,27/07/2025,CAMPINA GRANDE,PB,1,1,1,0
CIRCUITO SESC DE CORRIDAS 2025 - ETAPA SAO CARLOS,1628,48,2025,23/11/2025,SAO CARLOS,SP,1,1,0,0
2 ALLES PARK NIGHT RUN,1628,50,2025,13/12/2025,POMERODE,SC,1,1,0,0
CORRIDA DO PARAQUEDISTA,1626,38,2025,14/09/2025,RIO DE JANEIRO,RJ,1,1,0,0
NOVA ODESSA RUNNING 2025,1625,35,2025,24/08/2025,NOVA ODESSA,SP,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - PRIMAVERA - JACOBINA,1624,41,2025,05/10/2025,JACOBINA,BA,1,1,0,0
CORRIDA OUTUBRO ROSA VALE METAIS BASICOS 2025 - PARAUAPEBAS,1618,43,2025,19/10/2025,PARAUAPEBAS,PA,1,1,0,0
3 CORRIDA DO FOGO - FLORIANOPOLIS,1616,38,2025,20/09/2025,FLORIANOPOLIS,SC,1,1,0,0
SBT SUNSET RUN,1615,39,2025,27/09/2025,BRASILIA,DF,1,1,0,0
EUSEBIO FEST RUN - EDICAO ANIVERSARIO DE 38 ANOS,1613,26,2025,22/06/2025,ABAIARA,CE,1,1,0,0
LIVE! RUN XP 2025 - CAMPINAS I,1611,32,2025,09/08/2025,CAMPINAS,SP,1,1,0,0
SUPER RUN 2025,1610,41,2025,05/10/2025,GOIANIA,GO,1,1,0,0
6 MEIA MARATONA DE ITAJAI,1609,23,2025,01/06/2025,ITAJAI,SC,1,1,1,0
CORRIDA ROCK MUSIC 2025,1607,37,2025,13/09/2025,SANTOS,SP,1,0,0,0
CIRCUITO SESC - ETAPA SOROCABA 2026,1603,7,2026,08/02/2026,SOROCABA,SP,1,1,0,0
1 CORRIDA DO POLICIAMENTO ESPECIALIZADO,1599,41,2025,05/10/2025,JUIZ DE FORA,MG,1,1,0,0
19 CORRIDA DO FOGO,1598,28,2025,06/07/2025,CAMPINA GRANDE,PB,1,1,0,0
RUN ARUJA 2025,1590,38,2025,14/09/2025,ARUJA,SP,1,1,0,0
CIRCUITO MAIS MULHER 2025 - ETAPA 06 - SAO PAULO,1589,42,2025,12/10/2025,SAO PAULO,SP,1,1,0,0
5 OURO VERDE RUN 2026,1589,6,2026,01/02/2026,LAGOA SANTA,MG,0,1,1,0
CORRIDA 62 BI JOINVILLE - 107 ANOS,1583,43,2025,19/10/2025,JOINVILLE,SC,1,1,0,0
X CORRIDA DA OAB,1580,35,2025,24/08/2025,MACAPA,AP,1,1,0,0
CLARO MARATONA DO SOL 2025,1578,33,2025,10/08/2025,VILA VELHA,ES,0,1,1,1
CIRCUITO DE CORRIDAS PAGUE MENOS - 6 ETAPA PAULINIA - 2025,1578,38,2025,20/09/2025,PAULINIA,SP,1,1,0,0
LIVE! RUN XP 2025 - TERESINA,1577,24,2025,08/06/2025,TERESINA,PI,1,1,0,0
CORRIDA DO GIGANTE,1574,40,2025,28/09/2025,ITU,SP,1,0,0,0
CORRIDA DO BOB ESPONJA - PORTO ALEGRE,1572,42,2025,12/10/2025,PORTO ALEGRE,RS,1,0,0,0
CIRCUITO MOOVE ILHA CARIOCA - ETAPA PRAIA DA BICA 2025,1567,49,2025,30/11/2025,RIO DE JANEIRO,RJ,1,0,0,0
CORRIDA MOOVE ILHA CARIOCA - ETAPA PRAIA DA BICA,1567,49,2025,30/11/2025,RIO DE JANEIRO,RJ,1,0,0,0
CHEVROLET GOLDEN RUN 2025 - EDICAO 100 ANOS,1565,34,2025,17/08/2025,SAO CAETANO DO SUL,SP,1,1,0,0
CORRIDA PROMA 2025,1559,50,2025,07/12/2025,JARAGUA DO SUL,SC,1,1,0,0
NIGHT RUN FLORIPA AIRPORT 2025,1557,27,2025,05/07/2025,FLORIANOPOLIS,SC,1,1,0,0
1 CORRIDA FORCE RUN - EDICAO MARINGAPR,1555,4,2026,24/01/2026,MARINGA,PR,1,0,0,0
1 CORRIDA CASA DAS CORREIAS - RUN CDC 2025,1553,43,2025,19/10/2025,MANAUS,AM,1,1,0,0
CORRIDA POSEIDON 7K, 14K E KIDS - 2025,1550,30,2025,20/07/2025,SANTOS,RJ,0,1,0,0
6 MILHAS DA RESERVA - 2025,1549,30,2025,20/07/2025,RIO DE JANEIRO,DF,1,1,0,0
SESC+CORRIDAS   ETAPA CEILANDIA,1544,33,2025,16/08/2025,BRASILIA,SP,1,1,0,0
6 EDICAO COLORS NIGHT RUN | JBX MIND,1544,34,2025,17/08/2025,RIBEIRAO PRETO,SC,1,1,0,0
BLUE RUN FLORIANOPOLIS 2025,1539,25,2025,15/06/2025,FLORIANOPOLIS,AL,1,1,0,0
4 CORRIDAO DA ROTAM,1538,32,2025,03/08/2025,MACEIO,AL,1,1,0,0
CAIXA | CORRIDAS PELO NORDESTE - ARAPIRACA-AL,1537,34,2025,17/08/2025,ARAPIRACA,MG,1,1,0,0
CORRIDA DO PAO DE QUEIJO XODO DE MINAS 2025,1533,53,2025,31/12/2025,CONTAGEM,PR,1,1,0,0
CORRIDA DA VIRADA GUARATUBA 2025,1532,35,2025,24/08/2025,GUARATUBA,BA,1,1,1,0
DESAFIO 15K CASA ESPORTIVA 2025,1531,24,2025,08/06/2025,FEIRA DE SANTANA,MG,1,1,0,0
GIRL POWER 2025 - BELO HORIZONTE,1527,28,2025,06/07/2025,BELO HORIZONTE,SP,1,1,0,0
28 CORRIDA DO BOMBEIRO,1527,29,2025,13/07/2025,SAO PAULO,SC,1,0,0,0
CORRIDA BOB ESPONJA - FLORIANOPOLIS,1526,53,2025,31/12/2025,FLORIANOPOLIS,PR,1,1,0,0
2 CORRIDA DA VIRADA MATINHOS PR,1526,6,2026,01/02/2026,MATINHOS,PR,1,1,1,0
CIRCUITO UNIMED OFF ROAD 2026 - ETAPA 1,1525,51,2025,14/12/2025,LONDRINA,ES,0,1,0,0
2 CORRIDA DA POLICIA PENAL DO ES,1524,48,2025,23/11/2025,VILA VELHA,AL,1,1,1,0
BG RUN- MACEIO ALAGOAS,1519,29,2025,13/07/2025,MACEIO,PR,1,1,1,0
CIRCUITO UNIMED OFF ROAD - ETAPA 2,1510,7,2026,08/02/2026,LONDRINA,SP,1,0,0,0
SUPER BOWL RUN - SAO PAULO,1509,50,2025,07/12/2025,SAO PAULO,SP,1,1,0,0
CORRIDA E CAMINHADA MULHER DETERMINADA - REINO DA CORAGEM,1506,52,2025,27/12/2025,SAO CAETANO DO SUL,SP,1,1,0,0
CORRIDA REVEILLON RUN 2025,1497,31,2025,27/07/2025,SAO PAULO,RN,1,1,1,0
III CORRIDA DO BOPE,1495,47,2025,22/11/2025,NATAL,RR,1,0,0,0
CIRCUITO SESC DE CORRIDAS,1493,4,2026,18/01/2026,BOA VISTA,ES,0,1,0,0
3 CORRIDA PRECO BAIXO FARMACIA,1492,45,2025,02/11/2025,VITORIA,BA,1,1,0,0
BLUE RUN SALVADOR 2025,1489,31,2025,27/07/2025,SALVADOR,GO,1,1,0,0
VILA RUN 2025,1486,48,2025,23/11/2025,GOIANIA,SP,1,1,0,0
ECO RUN - CAMPINAS - 2025,1486,4,2026,24/01/2026,CAMPINAS,RJ,1,0,0,0
ANIVERSARIO DA CIDADE DE NOVA IGUACU - 193 ANOS,1485,40,2025,28/09/2025,NOVA IGUACU,SP,0,1,1,0
HALF MARATHON CIDADE DE SOROCABA,1485,50,2025,07/12/2025,SOROCABA,SP,1,1,0,0
2 CORRIDA DE MARCHI - ACAI SPORT,1484,29,2025,13/07/2025,JUNDIAI,SP,1,1,0,0
SUPER HUMANS - PIRACICABA - 2025,1483,42,2025,12/10/2025,PIRACICABA,RJ,1,1,0,0
GIRL POWER 2025 - RIO DE JANEIRO,1482,4,2026,18/01/2026,RIO DE JANEIRO,BA,1,1,0,0
CLIMINHA RUN,1481,40,2025,28/09/2025,SALVADOR,MT,0,1,1,0
1 CORRIDA DO SEMEADOR,1480,24,2025,08/06/2025,LUCAS DO RIO VERDE,SP,1,1,0,0
EVOQUE RUN 2025 - ETAPA SANTO ANDRE,1480,49,2025,30/11/2025,SANTO ANDRE,RJ,1,1,0,0
CORRIDA E CAMINHADA CONTRA A FOME - ETAPA RIO DE JANEIRO,1478,27,2025,29/06/2025,RIO DE JANEIRO,MT,1,1,0,0
CORRIDA SESC HOMENS DO FOGO,1478,48,2025,23/11/2025,CUIABA,RR,1,1,0,0
CORRIDA SANGUE AZUL PETROLEO DA POLICIA MILITAR DE RORAIMA,1475,26,2025,22/06/2025,BOA VISTA,SP,1,0,0,0
CATS RUN SP 2025,1475,44,2025,26/10/2025,SAO PAULO,MG,1,0,0,0
3 CORRIDA BETIM RUNNERS,1474,52,2025,21/12/2025,BETIM,SP,1,1,1,0
NASHVILLE ROCK'N'RUN 2025,1471,40,2025,04/10/2025,CAMPINAS,PR,1,0,0,0
CORRIDA DO LEGISLATIVO SAO JOSE DOS PINHAIS - EDICAO NOTURNA,1469,35,2025,24/08/2025,SAO JOSE DOS PINHAIS,ES,0,1,0,0
CORRIDA DO SOLDADO CONFIAUTO - ASPRA-ES,1469,42,2025,12/10/2025,VITORIA,PR,0,1,1,0
CORRIDA DA FE - CATEDRAL MARISTA 2025,1467,47,2025,22/11/2025,CASCAVEL,AL,1,1,0,0
CIRCUITO SESC DE CORRIDAS - MACEIO,1462,43,2025,19/10/2025,MACEIO,MA,1,1,0,0
CIRCUITO SESC DE CORRIDAS - SAO LUIS,1459,36,2025,31/08/2025,SAO LUIS,PR,1,1,1,0
10 MILHAS DE MORRETES - 2025,1458,28,2025,06/07/2025,MORRETES,RN,1,1,0,0
CAIXA | CORRIDAS PELO NORDESTE - MOSSORO-RN,1456,36,2025,31/08/2025,MOSSORO,SP,1,1,0,0
CIRCUITO ECO RUN - PINDAMONHANGABA,1455,23,2025,01/06/2025,PINDAMONHANGABA,BA,1,1,0,0
CIRCUITO DESBRAVA CENTAURO 2025,1455,29,2025,13/07/2025,SALVADOR,SP,1,1,0,0
CIRCUITO TRANSFORMAR,1452,49,2025,30/11/2025,MOGI DAS CRUZES,SP,0,1,0,0
8 DESAFIO DO FORTE ITAIPU,1450,50,2025,07/12/2025,PRAIA GRANDE,ES,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - VERAO - VITORIA,1449,39,2025,21/09/2025,VITORIA,SC,0,1,1,0
5 CORRIDA RVB MALHAS 2025,1446,38,2025,14/09/2025,BRUSQUE,SP,1,1,0,0
CORRIDA GOODBOM SUMARE,1446,48,2025,23/11/2025,SUMARE,SP,1,1,0,0
GOOD RUN CAMPINAS 2025,1445,23,2025,01/06/2025,CAMPINAS,CE,1,1,0,0
CORRIDA DA INFANTARIA 2025,1445,46,2025,09/11/2025,FORTALEZA,GO,1,1,1,0
9 CORRIDA SICOOB ENGECRED - 2025,1444,36,2025,31/08/2025,GOIANIA,SP,1,1,0,0
SUSTENTAVEL RUN - CIRCUITO EDP,1442,41,2025,05/10/2025,SAO JOSE DOS CAMPOS,PE,1,1,0,0
VEM PRA RUA - 1 ETAPA IPOJUCA SEDE,1442,50,2025,13/12/2025,IPOJUCA,SP,1,1,0,0
MUSIC RUN,1441,26,2025,22/06/2025,SAO PAULO,SP,1,1,0,0
CORRIDA COPAFER 52 ANOS,1436,38,2025,14/09/2025,MAUA,BA,1,1,0,0
XXXVIII CORRIDA DA AGUIA,1436,40,2025,04/10/2025,SALVADOR,SP,1,1,0,0
MUSIC RUN,1436,47,2025,20/11/2025,SAO PAULO,SP,1,1,0,0
CORRIDA KILOMBO,1433,49,2025,30/11/2025,SAO PAULO,SC,1,1,0,0
RUN FOR CANCER FLORIPA 2025,1433,2,2026,04/01/2026,FLORIANOPOLIS,DF,1,0,0,0
CORRIDA NUMBER ONE,1424,50,2025,07/12/2025,BRASLIA,SC,1,1,1,0
CIRCUITO DE CORRIDAS UNIMED - ETAPA CHAPECO,1420,29,2025,13/07/2025,CHAPECO,SP,0,1,0,0
4 CORRIDA ILK PANTERA NEGRA,1420,37,2025,13/09/2025,SANTOS,DF,1,1,1,0
MEIA MARATONA METROPOLES,1419,29,2025,13/07/2025,BRASILIA,RJ,1,0,0,0
CIRCUITO CASAS PEDRO VIVA MAIS - PARQUE MADUREIRA - RJ,1419,36,2025,06/09/2025,RIO DE JANEIRO,AP,1,0,0,0
1 CORRIDA FLA-MACAPA 5KM 2025,1419,52,2025,21/12/2025,MACAPA,CE,1,1,0,0
CORRIDA DA ADVOCACIA,1417,9,2026,22/02/2026,FORTALEZA,MG,1,1,0,0
CORRIDA MANO DOWN 2026,1415,23,2025,07/06/2025,BELO HORIZONTE,PE,0,0,1,0
XXXVI CORRIDA DA FOGUEIRA - SAO JOAO A GARANHUNS,1415,38,2025,14/09/2025,SAO JOAO,RS,1,1,0,0
CIRCUITO DOS VALES LAJEADO ETAPA INTEGRACAO,1410,50,2025,07/12/2025,LAJEADO,PR,1,0,1,0
15K DE SANTA - VERAO 2025,1409,41,2025,05/10/2025,CURITIBA,SP,1,1,0,0
CIRCUITO DESBRAVA,1408,37,2025,13/09/2025,SAO JOSE DOS CAMPOS,SC,1,1,0,0
CORRIDA BRISAS   EXCLUSIVA PARA MULHERES 2025,1408,48,2025,23/11/2025,BALNEARIO CAMBORIU,SE,1,1,1,0
LIVE! RUN XP 2025 - ARACAJU,1408,51,2025,14/12/2025,ARACAJU,RN,1,1,0,0
4  CORRIDA HISTORICA DE PARNAMIRIM,1402,47,2025,16/11/2025,PARNAMIRIM,SP,1,1,0,0
3 CORRIDA INTERNA DA HONDA,1400,27,2025,29/06/2025,SAO PAULO,GO,1,1,1,0
TRACK&FIELD RUN SERIES 2025 - GOIANIA,1400,43,2025,19/10/2025,GOIANIA,PR,1,1,0,0
9 CORRIDA CAMINHADA GO PINK,1397,42,2025,12/10/2025,LONDRINA,BA,1,1,0,0
CORRIDA DE RUA RECORD BAHIA 2025,1394,27,2025,29/06/2025,SALVADOR,RJ,1,0,0,0
MARICA RUN 2025,1393,32,2025,03/08/2025,RIO DE JANEIRO,SP,0,1,1,0
FRESH RUN SUPER MUFFATO 2025 - SAO JOSE DO RIO PRETO,1392,26,2025,22/06/2025,SAO JOSE DO RIO PRETO,MS,1,1,1,0
LIVE! RUN XP 2025 - CAMPO GRANDE,1392,43,2025,19/10/2025,CAMPO GRANDE,TO,1,1,0,0
CIRCUITO S RUN EDICAO PALMAS 2025,1391,33,2025,10/08/2025,PALMAS,DF,1,0,0,0
FAST RUN 5K BSB,1389,30,2025,20/07/2025,BRASILIA,RN,1,1,0,0
CORRIDA DE SANTANA,1389,36,2025,31/08/2025,CAICO,BA,1,1,0,0
38 CORRIDA DUQUE DE CAXIAS- 2025,1388,24,2025,08/06/2025,JACOBINA,AM,0,1,0,0
3 CORRIDA DO BATALHAO AMBIENTAL - 7KM,1388,37,2025,07/09/2025,MANAUS,SP,1,1,0,0
8 CORRIDA TURISTICA DE JAGUARIUNA,1387,44,2025,26/10/2025,JAGUARIUNA,DF,1,1,0,0
TALK RUN,1386,47,2025,16/11/2025,BRASILIA,BA,1,1,0,0
6 CORRIDA ATACADAO NOVO MIX CAMACARI 2025,1385,37,2025,07/09/2025,CAMACARI,RJ,1,0,0,0
CIRCUITO CORRENDO PELO RIO - 3 ETAPA,1385,53,2025,31/12/2025,RIO DE JANEIRO,SP,1,0,1,0
14 CORRIDA DA VIRADA JOSEENSE 2025,1383,35,2025,30/08/2025,SAO JOSE DOS CAMPOS,SP,1,1,1,0
SABIN RUN,1383,38,2025,14/09/2025,ATIBAIA,GO,1,1,1,0
CIRCUITO ORGULHO DE VIVER - ETAPA SETEMBRO AMARELO,1379,31,2025,27/07/2025,GOIANIA,BA,0,0,1,0
HALF MARATHON SALVADOR ATACADAO,1377,30,2025,20/07/2025,SALVADOR,SE,1,1,0,0
CORRIDA DA AMIZADE 8 EDICAO,1375,52,2025,21/12/2025,NOSSA SENHORA DA GLORIA,BA,1,1,0,0
CIRCUITO CORRIDA EMBASA PRIMAVERA 2025 - ETAPA SALVADOR,1371,31,2025,27/07/2025,SALVADOR,SP,1,1,0,0
TRACK&FIELD RUN SERIES 2025 - PLAZA SUL - JD. BOTANICO,1369,4,2026,24/01/2026,SAO PAULO,ES,0,1,0,0
CORRIDA NOTAER,1367,26,2025,22/06/2025,VITORIA,ES,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - INVERNO - VITORIA,1365,31,2025,27/07/2025,VITORIA,PR,1,1,0,0
LIVE! RUN XP 2025 - CURITIBA,1365,43,2025,19/10/2025,CURITIBA,SC,1,1,0,0
CORRIDA MOVIMENTO ROSA 2025,1364,40,2025,28/09/2025,FLORIANOPOLIS,MT,0,1,0,0
CORRIDA SEBRAE DE EMPREENDEDORES,1364,48,2025,23/11/2025,CUIABA,ES,1,1,0,0
CORRIDA DA CIDADANIA DE VITORIA,1363,47,2025,16/11/2025,VITORIA,PR,1,1,0,0
CIRCUITO DE CORRIDAS SANEPAR 2025 - ETAPA FOZ DO IGUACU,1363,47,2025,16/11/2025,FOZ DO IGUACU,PR,1,1,0,0
CORRIDAS SANEPAR - ETAPA FOZ DO IGUACU,1362,38,2025,14/09/2025,FOZ DO IGUACU,PR,1,1,0,0
FARMACIAS SAO PAULO RUN,1361,33,2025,16/08/2025,MARINGA,SC,1,1,1,0
1 MEIA MARATONA DE NAVEGANTES,1359,7,2026,08/02/2026,NAVEGANTES,PR,0,1,1,0
CORRIDA VERDE - DESAFIO 10 MILHAS - 2026,1358,41,2025,05/10/2025,CURITIBA,BA,0,1,0,0
XL CORRIDA DA ASA,1357,26,2025,22/06/2025,SALVADOR,PR,1,1,0,0
CORRIDA INCRIVEL,1357,42,2025,12/10/2025,CURITIBA,ES,0,1,0,0
CORRIDA HEROIS DO JOGO,1356,33,2025,10/08/2025,VILA VELHA,RJ,1,0,0,0
CIRCUITO RIO MARAVILHA - ETAPA INVERNO,1355,29,2025,19/07/2025,RIO DE JANEIRO,SP,1,1,0,0
CORRIDA E CAMINHADA MULHER DETERMINADA - ETAPA LUA,1355,51,2025,14/12/2025,SAO BERNARDO DO CAMPO,SP,1,1,1,0
RUN 21K - MEIA DA ESTRADA VELHA 2025,1354,39,2025,21/09/2025,SAO BERNARDO DO CAMPO,PR,0,1,1,0
