nome,nparti,semana,ano,data,cidade,estado,5km,10km,21km,42km
SANTOS DUMONT - ESTILO DO CORPO 21K 2025,1056,9,2026,22/02/2026,BRUSQUE,MT,1,0,0,0
5. CORRIDA ESTADUAL CONTRA O TRABALHO ESCRAVO,1054,48,2025,23/11/2025,CUIABA,PB,1,1,1,0
5 CORRIDA DO ABACAXI,1053,31,2025,27/07/2025,SAPE,SP,1,1,0,0
LIVE! RUN XP 2025 - JUNDIAI,1053,47,2025,16/11/2025,JUNDIAI,PR,1,1,0,0
3 CORRIDA DE RUA SOLIDARIA UNIFATECIE,1053,51,2025,20/12/2025,PARANAVAI,RN,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - VERAO - NATAL,1053,52,2025,21/12/2025,NATAL,PE,1,0,0,0
CORRENDO COM CESAR,1051,33,2025,16/08/2025,IGARASSU,DF,1,1,0,0
SUPER SUNSET RUN,1051,40,2025,29/09/2025,BRASILIA,BA,1,0,0,0
CORRIDA DA TRANSALVADOR 2025,1049,27,2025,29/06/2025,SALVADOR,PR,1,1,1,0
CORRIDA DO 13 BIB,1048,5,2026,25/01/2026,CURITIBA,SP,0,1,0,0
9 CORRIDA DA FLORESTA ETAPA ASSIS SP,1047,41,2025,05/10/2025,ASSIS,PE,1,1,0,0
PEDROSA RUN 2025,1046,24,2025,08/06/2025,TIMBAUBA,PR,1,1,0,0
CORRIDA DAS NACOES,1046,49,2025,06/12/2025,MARINGA,BA,1,1,0,0
MAGIC NIGHT RUN 2025.,1045,31,2025,27/07/2025,FEIRA DE SANTANA,MG,1,1,0,0
CORRIDA RUSTICA SANTA TEOFILO OTONI,1045,40,2025,28/09/2025,TEOFILO OTONI,PB,1,1,0,0
CIRCUITO CAIXA CORRIDAS PELO NORDESTE - PATOS,1045,4,2026,18/01/2026,PATOS,BA,1,1,0,0
CORRIDA CORRE CRISTAO 2026,1044,4,2026,18/01/2026,SALVADOR,GO,1,1,0,0
CIRCUITO PGE-GO 2026,1042,35,2025,24/08/2025,GOINIA,SP,1,1,0,0
TRACK&FIELD RUN SERIES 2025 - PARQUE SHOPPING MAIA,1040,37,2025,13/09/2025,GUARULHOS,BA,1,1,0,0
TRACK&FIELD RUN SERIES 2025 - SHOPPING PARALELA - NIGHT,1040,7,2026,14/02/2026,SALVADOR,PI,1,0,0,0
PIRA RUN FOLIA,1036,28,2025,06/07/2025,PIRACURUCA,PR,1,1,0,0
CIRCUITO SESC DE CORRIDAS - CURITIBA,1036,3,2026,11/01/2026,CURITIBA,SP,0,1,0,0
9 CORRIDA RUSTICA INDAIATUBA,1035,30,2025,20/07/2025,INDAIATUBA,SE,1,1,1,0
MEIA MARATONA DO PARQUE,1034,37,2025,07/09/2025,ARACAJU,SC,1,1,1,0
MEIA MARATONA GUARDA DO EMBAU 2025,1034,42,2025,12/10/2025,PALHOCA,SP,1,1,0,0
DELTA RUNNING 2025,1034,4,2026,18/01/2026,PIRACICABA,PR,1,1,0,0
CORRIDAS SANEPAR 2026 - ETAPA GUARATUBA,1033,28,2025,09/07/2025,GUARATUBA,SP,1,1,0,0
CORRIDA KAZAMIGAS - ETAPA ITU,1033,43,2025,19/10/2025,ITU,PA,1,1,0,0
ATACADAO RUNNING - 1 EDICAO,1033,47,2025,16/11/2025,BELEM,SP,1,1,0,0
1 CORRIDA DO BOMBEIRO CEL OLIVEIRA JUNIOR,1032,40,2025,28/09/2025,TAUBATE,DF,1,1,1,0
CORRIDA SICOOB BRASILIA,1032,51,2025,14/12/2025,BRASILIA,DF,1,1,1,0
21K ERMIDA-TORRE DE TV 2025,1031,28,2025,06/07/2025,BRASILIA,ES,1,1,0,0
CORRIDA EXTRABOM 2025,1027,42,2025,12/10/2025,VITORIA,SP,1,1,0,0
5 CORRIDA E CAMINHADA CORRENDO COM SAMUEL,1026,44,2025,26/10/2025,SAO BERNARDO DO CAMPO,MG,1,1,0,0
CIRCUITO CORPO DOS BOMBEIROS,1025,34,2025,23/08/2025,POUSO ALEGRE,PB,1,0,0,0
BEATS RUN SUNSET 2025,1024,38,2025,14/09/2025,JOAO PESSOA,BA,1,0,0,0
FESTIVAL ODONTO RUN - SALVADOR - 2025,1024,40,2025,28/09/2025,SALVADOR,MG,1,1,0,0
CORRIDA E CAMINHADA SEST SENAT JUIZ DE FORA,1024,5,2026,25/01/2026,JUIZ DE FORA,SP,0,1,0,0
MAZZA RUN 6K - ETAPA VERAO,1022,25,2025,15/06/2025,SANTO ANDRE,PA,1,0,0,0
1 CORRIDA ONG O SOL NASCE PARA TODOS,1022,28,2025,12/07/2025,ITAITUBA,PA,0,1,0,0
CROSS URBANO CAIXA - ETAPA BELEM,1022,35,2025,24/08/2025,BELEM,MG,1,1,0,0
TRACK&FIELD RUN SERIES 2025 - INHOTIM,1021,29,2025,13/07/2025,BRUMADINHO,SC,1,0,1,0
21K BC - 2025 MEIA MARATONA DE ANIVERSARIO DE BALNEARIO CAMBORIU,1021,29,2025,13/07/2025,BALNEARIO CAMBORIU,GO,1,1,0,0
3 CORRIDA DO COOPERATIVISMO - COOPERATIVAS CONSTROEM UM MUNDO MELHOR,1019,40,2025,28/09/2025,GOIANIA,SP,1,1,0,0
6 CORRIDA UNIMED SAO CARLOS,1018,50,2025,07/12/2025,SAO CARLOS,SC,1,1,0,0
3 CORRIDA AMIGOS DA SAUDE,1016,51,2025,14/12/2025,SAO BENTO DO SUL,TO,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - VERAO - PALMAS,1013,28,2025,06/07/2025,PALMAS,MT,1,1,1,0
LIVE! RUN XP 2025 - CUIABAA,1011,24,2025,08/06/2025,CUIABA,SP,1,1,0,0
TRACK&FIELD RUN SERIES 2025 - VILLALOBOS II,1010,41,2025,05/10/2025,SAO PAULO,AL,1,1,0,0
CIRCUITO ABYS 2025 - SHOPPING PATIO MACEIO,1007,41,2025,05/10/2025,MACEIO,CE,1,1,0,0
CORRA POR UMA CAUSA COM ZELIA DUNCAN,1007,5,2026,25/01/2026,FORTALEZA,ES,1,0,0,0
CIRCUITO SOL & MAR,1007,8,2026,21/02/2026,VILA VELHA,SC,1,1,0,0
2 CORRIDA SOLIDARIA - CASA BIEL,1006,39,2025,21/09/2025,NAVEGANTES,AL,1,1,0,0
GUUD RUN,1005,46,2025,09/11/2025,MACEIO,CE,0,0,1,0
7 MEIA MARATONA COMETA,1005,50,2025,07/12/2025,FORTALEZA,PE,1,1,0,0
2 CORRIDA MT RUNNERS CARUARU,1004,33,2025,10/08/2025,CARUARU,AP,1,0,0,0
II CORRIDA DA ESCOLA MILITAR AFONSO ARINOS,1003,44,2025,26/10/2025,SANTANA,SP,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - TIETE PLAZA SHOPPING,1001,48,2025,23/11/2025,SAO PAULO,BA,1,1,0,0
CIRCUITO 100 ANOS SAUDE 2025,1000,5,2026,31/01/2026,SALVADOR,GO,1,0,0,0
CIRCUITO DO BEM   10 ANOS GOIANIA RUNNERS - 2026,999,39,2025,21/09/2025,GOINIA,TO,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - PRIMAVERA - PALMAS,997,37,2025,07/09/2025,PALMAS,BA,1,1,0,0
2 PLASTIC RUN,996,7,2026,08/02/2026,CAMACARI,BA,0,1,0,0
CARNA RUN 2026,995,46,2025,09/11/2025,SALVADOR,SP,0,1,1,0
TRACK&FIELD EXPERIENCE 2025 - CAMPINAS | CAMBUI,994,23,2025,07/06/2025,CAMPINAS,SP,1,1,0,0
1 CORRIDA BOTAFOGO NIGHT RUN 2025,994,49,2025,30/11/2025,RIBEIRAO PRETO,RJ,1,0,0,0
CORRIDA MOVIMENTA QUEIMADOS,993,40,2025,28/09/2025,RIO DE JANEIRO,SP,1,1,1,0
V MEIA MARATONA MONGAGUA,992,26,2025,28/06/2025,MONGAGUA,MT,1,0,0,0
CORRIDA DO MEIO AMBIENTE,991,30,2025,20/07/2025,LUCAS DO RIO VERDE,MT,1,1,0,0
1 CORRIDA DE RUA TOP VG - 2025,987,33,2025,16/08/2025,CUIABA,SP,1,0,0,0
CIRCUITO SUNSET RUN - ETAPA BOTUCATU,986,36,2025,31/08/2025,BOTUCATU,SP,1,1,0,0
CORRIDA UNIMED JUNDIAI - 17 EDICAO,985,30,2025,20/07/2025,JUNDIAI,SC,1,1,1,0
MEIA MARATONA 21 BPM SC 2025,985,38,2025,14/09/2025,FLORIANOPOLIS,SP,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - PRAIA GRANDE,984,40,2025,28/09/2025,PRAIA GRANDE,MS,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - RUNNING | SHOPPING CAMPO GRANDE,984,7,2026,14/02/2026,CAMPO GRANDE,SP,1,0,0,0
VIKINGS RUN 2026,983,35,2025,24/08/2025,ESPORTE CLUBE PIRACICABANO DE AUTOMOBILISMO: PIRACICABA,SE,1,1,0,0
XXV CORRIDA DUQUE DE CAXIAS,983,38,2025,14/09/2025,ARACAJU,SP,1,1,0,0
CORRIDA PERNAS DA ALEGRIA 2025,981,30,2025,20/07/2025,AMERICANA,SC,1,1,0,0
CORRIDA CDL BLUMENAU 2025,981,34,2025,17/08/2025,BLUMENAU,MT,1,0,0,0
CORRIDA DE INVERNO,980,40,2025,28/09/2025,LUCAS DO RIO VERDE,RJ,1,0,0,0
CIRCUITO MOOVE ILHA CARIOCA - ETAPA RIBEIRA,980,40,2025,04/10/2025,RIO DE JANEIRO,GO,1,1,0,0
CORRIDA FOLLOW 2025,978,9,2026,22/02/2026,GOIANIA,SP,1,0,1,0
CORRIDA VERAO SPS RUN 2026,976,35,2025,24/08/2025,SOROCABA,SP,1,1,1,0
SOROCABA SPEED RUN EVOLUTION EDITION,976,36,2025,31/08/2025,SOROCABA,PB,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - RUNNING CAMPINA GRANDE | CAMPESTRE,975,43,2025,19/10/2025,CAMPINA GRANDE,ES,1,0,1,0
MEIA MARATONA DOS REIS MAGOS,974,27,2025,29/06/2025,SERRA,SP,1,1,0,0
BRAGANCA 10K - ROCK RUN3,973,41,2025,05/10/2025,BRAGANCA PAULISTA,MA,1,1,0,0
6 CORRIDA DO TRIBUNAL DE JUSTICA DO MARANHAO   SAO LUIS,972,23,2025,01/06/2025,SAO LUIS,SP,1,0,1,0
MEIA MARATONA RUSTICA DE PORTO FELIZ,971,44,2025,26/10/2025,PORTO FELIZ,TO,1,1,0,0
7 CORRIDA DA JUSTICA DA ACESSIBILIDADE E INCLUSAO - TJTO,971,5,2026,25/01/2026,PALMAS,SP,1,0,0,0
CORRIDA DE VERAO ITANHAEM 2026,970,45,2025,02/11/2025,ITANHAEM,PI,1,1,0,0
BIOMAS - CAATINGA - TERESINA - 2025,970,5,2026,25/01/2026,TERESINA,SC,1,1,0,0
2 CORRIDA DE SAO JOSE,969,9,2026,22/02/2026,RIO NEGRINHO,SC,1,1,1,0
4 MEIA MARATONA ANIMI SERRA CATARINENSE,968,46,2025,09/11/2025,LAGES,PE,0,1,0,0
HB RUN,968,48,2025,23/11/2025,GARANHUNS,PR,1,0,1,0
MEIA MARATONA CLAUDIO PETRYCOSKI,967,23,2025,01/06/2025,PATO BRANCO,RJ,1,0,0,0
DREAM RUN,966,26,2025,28/06/2025,RIO DE JANEIRO,SP,1,1,1,0
AERO RUN 2025 - ETAPA FRANCA,966,43,2025,19/10/2025,FRANCA,DF,1,1,0,0
CIRCUITO DE RUA DO DF ETAPA PLANO PILOTO,966,46,2025,09/11/2025,BRASILIA,SP,1,1,1,0
SOROCABA SPEED RUN PERFORMANCE EDITION,965,34,2025,17/08/2025,SOROCABA,GO,1,1,0,0
3 EDICAO SAUDE EM MOVIMENTO - CORRER TAMBEM E TRADICAO,964,38,2025,14/09/2025,GOIANIA,PA,1,0,0,0
3 CORRIDA E CAMINHADA PELA VIDA,964,47,2025,22/11/2025,PARAUAPEBAS,PI,1,1,0,0
CORRIDA EQUATORIAL - TERESINA,963,23,2025,01/06/2025,TERESINA,DF,1,1,1,0
CORRIDA PREVENCIONISTA & CAMINHADA DA PREVENCAO   6 EDICAO   BRASILIA,963,30,2025,20/07/2025,BRASILIA,ES,1,1,0,0
CIRCUITO SEST SENAT DE CAMINHADA E CORRIDA DE RUA - 2025,963,45,2025,02/11/2025,VILA VELHA,PA,0,1,0,0
CORRIDA DO ACO 2025,960,30,2025,26/07/2025,MARABA,MT,0,1,0,0
3 CORRIDA GUARDIAO CENTENARIO,959,43,2025,19/10/2025,CUIABA,PE,1,1,0,0
4 CHOQUE RUNNING,959,47,2025,16/11/2025,RECIFE,GO,1,1,0,0
CAVALHADA RUN DO SEST SENAT - LUZIANIA,956,26,2025,22/06/2025,LUZIANIA,SC,1,0,1,0
VI MEIA MARATONA TIMBO,955,40,2025,28/09/2025,TIMBO,BA,1,1,0,0
CORRIDA SAUDE CRONICA FUNDACAO JOSE SILVEIRA,954,43,2025,19/10/2025,SALVADOR,SP,1,1,0,0
APAE OFEBAS RUN - CENTRO HISTORICO,953,27,2025,29/06/2025,SOROCABA,PR,1,0,0,0
CIRCUITO PROCORRER DE CORRIDA - 2 ETAPA - IGUACU 106 ANOS,953,46,2025,09/11/2025,CURITIBA,MG,1,1,0,0
10 CORRIDA UNIMED ITAU POWER SHOPPING,952,40,2025,28/09/2025,CONTAGEM,PE,1,0,0,0
4 CORRIDA MONTE BOM JESUS,950,23,2025,01/06/2025,CARUARU,MT,1,0,0,0
4 BRAVO RUSTIC RUN - CORRIDA DE OBSTACULOS,950,28,2025,06/07/2025,VARZEA GRANDE,PR,1,0,0,0
5 GM RUN ARAPONGAS,950,38,2025,14/09/2025,ARAPONGAS,MG,1,1,0,0
ENCONTRO DELAS - 28 EDICAO,948,35,2025,24/08/2025,BELO HORIZONTE,SP,1,1,0,0
CIRCUITO TRANSFORMAR - ETAPA CAMPINAS,948,50,2025,07/12/2025,CAMPINAS,SP,1,1,0,0
S10 RUN,947,44,2025,26/10/2025,SAO PAULO,PB,1,1,1,0
10 MILHAS TRT13 - COMBATE AO TRABALHO INFANTIL - 2025,946,28,2025,06/07/2025,JOAO PESSOA,DF,1,1,0,0
CORRIDA 20 ANIVERSARIO DO SIA,945,22,2025,31/05/2025,BRASILIA,SP,1,1,0,0
7 CORRIDA EU SOU UMA DIVA,945,24,2025,08/06/2025,SUZANO,RJ,1,0,0,0
9  ANIVERSARIO CORREDORES CRISTAOS - 5K CORRIDA E CAMINHADA SOLIDARIA,945,30,2025,20/07/2025,NILOPOLIS,BA,1,1,1,0
MEIA MARATONA MAGIC PRINCESA DO SERTAO 2025,945,3,2026,11/01/2026,FEIRA DE SANTANA,MG,1,1,0,0
CIRCUITO DO FOGO - 14 EDICAO,945,6,2026,01/02/2026,BELO HORIZONTE,PR,1,1,0,0
CORRIDAS SANEPAR 2026 - ETAPA MATINHOS,943,50,2025,07/12/2025,MATINHOS,SP,1,1,0,0
CORINTHIANS RUN - ETAPA SAO PAULO ZL,940,37,2025,13/09/2025,SAO PAULO,PE,0,1,0,0
BEM ESTAR RUNNING,940,42,2025,12/10/2025,SANTA CRUZ DO CAPIBARIBE,MG,1,1,1,0
TRACK&FIELD EXPERIENCE 2025 - RUNNING | BOULEVARD SHOPPING,938,47,2025,16/11/2025,BELO HORIZONTE,PR,0,1,0,0
COOP RUN,936,24,2025,08/06/2025,MARINGA,SE,1,1,1,0
CORRIDA UNIMED SERGIPE 2025,935,40,2025,28/09/2025,ARACAJU,RR,1,0,0,0
CORRIDA GAVIAO 22 ANOS,934,39,2025,27/09/2025,BOA VISTA,SP,1,0,0,0
3 SANTOS NIGHT RUN,934,45,2025,08/11/2025,SANTOS,SC,1,1,0,0
SICREDI NIGHT RUN 2025,934,47,2025,16/11/2025,JOINVILLE,SP,1,1,0,0
MUSIC RUN CUBATAO,932,53,2025,31/12/2025,CUBATAO,RS,1,1,0,0
5 MILHAS DA VIRADA,930,44,2025,26/10/2025,PORTO ALEGRE,DF,1,1,0,0
2 CORRIDA DA INTEGRALIDADE,930,50,2025,07/12/2025,BRASILIA,BA,0,1,0,0
CORRIDA HIPERIDEAL - PRAIA DO FORTE,928,28,2025,12/07/2025,MATA DE SAO JOAO,MT,0,1,1,0
CIRCUITO ULTRAMACHO - TOROARI,927,40,2025,28/09/2025,CUIABA,SP,1,1,0,0
CORRIDA E CAMINHADA CEPAP RUN,926,39,2025,21/09/2025,DIADEMA,PR,1,0,1,0
5 CORRIDA HEROIS DA RPA,925,25,2025,15/06/2025,CURITIBA,PE,0,1,1,0
1 CORRIDA SOBRAL RUN,925,43,2025,19/10/2025,GARANHUNS,SP,0,1,0,0
3 CORRIDA DA FLORESTA - ETAPA TEODORO SAMPAIO,925,43,2025,19/10/2025,TEODORO SAMPAIO,SP,0,1,0,0
3 CORRIDA DA FLORESTA ETAPA TEODORO SAMPAIO SP,925,49,2025,30/11/2025,TEODORO SAMPAIO,MT,0,1,1,0
CIRCUITO ULTRAMACHO - CAMPO VERDE,924,39,2025,27/09/2025,CUIABA,PR,1,0,0,0
SPRING NEON NIGHT RUN,924,51,2025,14/12/2025,PATO BRANCO,SP,0,1,0,0
CORRIDA ANIVERSARIO DA CIDADE DE JUNDAI 2025,922,34,2025,17/08/2025,JUNDIAI,PB,1,0,0,0
CORRIDA DA VITORIA,921,48,2025,23/11/2025,GUARABIRA,PA,0,1,0,0
CORRIDA OKAJIMA,921,49,2025,30/11/2025,CASTANHAL,GO,1,1,0,0
CORRIDA FAMILIA GLOSSY 2025,920,32,2025,09/08/2025,GOIANIA,ES,1,0,0,0
CIRCUITO DA LUA - ETAPA LUA CHEIA,920,35,2025,24/08/2025,VITORIA,RJ,1,1,0,0
PLAZA RUNNING,920,50,2025,07/12/2025,NITEROI,BA,1,1,0,0
CORRIDA FALCAO 2025,919,46,2025,09/11/2025,ALAGOINHAS,SC,1,1,0,0
CIRCUITO CORRIDAS DO BEM SESI SAUDE - ETAPA ITAJAI,918,40,2025,28/09/2025,ITAJAI,PR,1,1,0,0
CORRIDA FAST RUN 2025,918,43,2025,19/10/2025,FOZ DO IGUACU,SC,1,1,0,0
CIRCUITO ANGELONI 2025 - ETAPA SAO JOSE,916,33,2025,10/08/2025,SAO JOSE,RJ,1,1,0,0
18 CORRIDA DA PADROEIRA DE CABO FRIO,916,35,2025,24/08/2025,CABO FRIO,SP,1,1,1,0
TBT21K 2025 - MEIA MARATONA DE TAUBATE,914,36,2025,31/08/2025,TAUBATE,SP,1,1,0,0
6 CORRIDA E CAMINHADA OAB,914,51,2025,14/12/2025,PRESIDENTE PRUDENTE,AM,1,1,0,0
MILLENNIUM EM MOVIMENTO,913,36,2025,31/08/2025,MANAUS,SP,1,1,0,0
6 CORRIDA PEDESTRE E CAMINHADA DA OAB DE PRESIDENTE PRUDENTE SP,913,41,2025,11/10/2025,PRESIDENTE PRUDENTE,PR,1,1,0,0
6 CORRIDA NOTURNA GMA - EDICAO ESPECIAL PATRULHA MARIA DA PENHA,913,46,2025,09/11/2025,ARAUCARIA,MG,1,1,0,0
CAMINHADA E CORRIDASEST SENAT POCOS DE CALDAS/MG,913,2,2026,04/01/2026,POCOS DE CALDAS,SP,1,0,0,0
1 CORRIDA OFF ROAD DE VARPA,912,35,2025,24/08/2025,VARPA,TO,1,1,0,0
I CORRIDA DO BOPE,911,29,2025,19/07/2025,PALMAS,TO,1,1,0,0
TRACK&FIELD RUN SERIES 2025 - CCR AEROPORTOS - PALMAS,911,41,2025,05/10/2025,PALMAS,SP,0,1,0,0
CORRIDA VERA CRUZ 2025,909,49,2025,30/11/2025,CAMPINAS,CE,1,1,0,0
1 RUN UNINTA - 2025,907,49,2025,30/11/2025,SOBRAL,AM,1,1,0,0
CORRIDA DO COMERCIARIO 2025,907,4,2026,18/01/2026,MANAUS,PB,1,1,0,0
VIBE RUN BEACH 2026,906,34,2025,17/08/2025,PITUMBU,SC,1,1,0,0
CORRIDA POLICIA CIVIL - SAO JOSE SC 2025,905,29,2025,19/07/2025,SAO JOSE,SP,1,0,0,0
7 NIGHT RUN DAS AGUAS,905,43,2025,19/10/2025,AGUAS DE LINDOIA,RS,1,1,0,0
CIRCUITO DESBRAVA,905,48,2025,23/11/2025,PORTO ALEGRE,PR,1,1,0,0
LEC RUN 2025,904,28,2025,06/07/2025,LONDRINA,SE,1,1,0,0
1 CORRIDA CORRE SIRI,904,32,2025,03/08/2025,NOSSA SENHORA DO SOCORRO,SP,1,1,0,0
ARAMACAN RUN FELIZ FARMA 10K E 5K,904,39,2025,27/09/2025,SANTO ANDRE,PR,0,1,0,0
I CORRIDA NOTURNA ROTAM 9BPM,902,27,2025,05/07/2025,MATINHOS,DF,1,1,0,0
8 CORRIDA DE OLHO NA SAUDE,901,37,2025,13/09/2025,BRASILIA,RS,1,1,1,0
LIGA RUN,898,4,2026,18/01/2026,PORTO ALEGRE,PA,1,0,0,0
CORRIDA DA DESTRO 25 ANOS,897,39,2025,21/09/2025,PARAGOMINAS,SP,1,1,1,0
MEIA MARATONA ALPACK 2025,896,46,2025,09/11/2025,BAURU,BA,1,0,0,0
7 CORRIDA COLORIDA MARTAGAO GESTEIRA,896,50,2025,07/12/2025,SALVADOR,RJ,1,1,1,0
LIVE! RUN XP 2025 - NITEROI,894,32,2025,03/08/2025,NITEROI,SC,1,1,0,0
UNIMED CRICIUMA 2025,894,48,2025,29/11/2025,CRICIUMA,PR,1,0,0,0
2  EDICAO CORRE APUCARANA,894,48,2025,29/11/2025,APUCARANA,PR,1,0,0,0
CORRE APUCARANA - 2 EDICAO,894,48,2025,29/11/2025,APUCARANA,RJ,1,1,0,0
VOU SUAR!,893,39,2025,21/09/2025,NITEROI,SP,0,1,0,0
CORRIDA E CAMINHADA GOTAS EFICIENTES,893,46,2025,09/11/2025,SAO BERNARDO DO CAMPO,SP,1,1,0,0
BRAZ CUBAS RUNNING,893,46,2025,15/11/2025,MOGI DAS CRUZES,SP,0,1,0,0
CORRIDA FRANCISCO BUENO,891,28,2025,06/07/2025,GUARAREMA,SP,0,1,1,0
2 MEIA MARATONA,891,35,2025,24/08/2025,BAURU,PA,0,1,0,0
2 CORRIDA ROTA275 RUNNERS - 7K,890,29,2025,13/07/2025,PARAUAPEBAS,MG,1,1,0,0
MILWAUKEE RUN RIDE WE 2025,890,33,2025,10/08/2025,BELO HORIZONTE,SP,1,1,0,0
CHOCO RUN,890,49,2025,30/11/2025,SAO PAULO,PA,1,1,0,0
CIRCUITO DESBRAVA,890,5,2026,25/01/2026,BELEM,PR,1,1,1,0
TF EXPERIENCE LONDRINA 2026,888,32,2025,03/08/2025,LONDRINA,SC,1,1,1,0
MEIA MARATONA DE CHAPECO 2024,888,32,2025,03/08/2025,CHAPECO,SC,1,1,1,0
MEIA MARATONA DE CHAPECO 2025,886,29,2025,13/07/2025,CHAPECO,DF,1,0,0,0
CATS RUN DF 2025,885,38,2025,14/09/2025,BRASILIA,SP,1,1,1,0
TRACK&FIELD EXPERIENCE 2025 - RUNNING BAURU SHOPPING | 10 MILHAS,883,27,2025,29/06/2025,BAURU,SP,1,1,0,0
94 CORRIDA SAO JOAO,882,41,2025,05/10/2025,VOTORANTIM,PR,1,0,0,0
UEM RUN,881,32,2025,03/08/2025,MARINGA,BA,1,1,0,0
CORRIDA HIPERIDEAL - FEIRA DE SANTANA,878,28,2025,06/07/2025,FEIRA DE SANTANA,SE,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - INVERNO - ARACAJU,878,37,2025,07/09/2025,ARACAJU,ES,1,1,0,0
CORRIDA DOS METALURGICOS,877,24,2025,08/06/2025,VITORIA,PA,1,0,0,0
1 CORRIDA JUNINA - 2025,876,42,2025,18/10/2025,CANAA DOS CARAJAS,CE,1,1,0,0
2 CORRIDA E CAMINHADA DO TJCE,876,50,2025,13/12/2025,FORTALEZA,MG,1,1,0,0
CORRIDA DE RUA DO RENASCER NATALINO,875,33,2025,15/08/2025,PATOS DE MINAS,PA,1,1,0,0
I CORRIDA DO GRAESP,875,9,2026,22/02/2026,BELEM,AP,1,0,0,0
2 CORRIDA FLA MACAPA 2025,874,37,2025,08/09/2025,MACAPA,PR,1,0,0,0
2CORRIDA ALCANCE RUN,874,39,2025,21/09/2025,CURITIBA,CE,1,1,0,0
CIRCUITO DE CORRIDAS DE RUA DE MARACANAU - 3 ETAPA,873,36,2025,31/08/2025,MARACANAU,SC,1,1,0,0
CIRCUITO UNIMED 2025 - ETAPA ITAJAI,873,41,2025,11/10/2025,ITAJAI,MG,1,1,1,0
XTERRA - MINA DE AGUAS CLARAS,873,43,2025,19/10/2025,NOVA LIMA,SP,0,1,0,0
2 CORRIDA DO 13 BAEP,873,46,2025,09/11/2025,BAURU,PA,0,1,0,0
1 CORRIDA CEL. FONTOURA - CPR XIV - PARAUAPEBAS 2025,872,39,2025,21/09/2025,PARAUAPEBAS,PB,1,1,0,0
ATACAMIX RUN,871,42,2025,12/10/2025,SAPE,ES,0,1,0,0
CORRIDAS UNIMED - CIRCUITO VITORIA 2025,871,3,2026,11/01/2026,VITORIA,ES,0,1,0,0
8 CORRIDA PALETITAS,870,24,2025,14/06/2025,PIUMA,PR,1,0,0,0
1 NIGHT RUN 10 BPM,870,34,2025,23/08/2025,APUCARANA,DF,0,1,0,0
QUATRO PODERES RUN 2025,870,4,2026,18/01/2026,BRASILIA,SP,1,0,0,0
CORRIDA ZEFERINA MARIA BRASILEIRA,867,38,2025,20/09/2025,SERTAOZINHO,GO,1,1,0,0
CORRIDA PLAY RUN 2025,867,51,2025,14/12/2025,GOIANIA,SC,1,1,0,0
FIGUEIRA RUN 2025,866,31,2025,27/07/2025,FLORIANOPOLIS,BA,1,1,0,0
CORRIDA COMPREBEM SUPERMERCADO,866,39,2025,27/09/2025,ALAGOINHAS,MG,1,1,1,0
XTERRA MINA DE AGUAS CLARAS 2025,866,40,2025,28/09/2025,NOVA LIMA,SP,1,0,0,0
DIVAS RUN,866,42,2025,12/10/2025,SANTO ANDRE,SC,1,1,0,0
CORRIDA DE PRAIA DE NAVEGANTES - PORTONAVE,866,44,2025,01/11/2025,NAVEGANTES,DF,1,1,0,0
COLABORA GOV,865,4,2026,18/01/2026,BRASILIA,SP,0,1,0,0
2 SUMMER RUN - BARUERI ALPHAVILLE 2026,863,25,2025,15/06/2025,BARUERI,PA,0,1,0,0
3 CORRIDA DE ANIVERSARIO BEMFIT - 7KM,863,25,2025,21/06/2025,PARAUAPEBAS,SP,1,0,0,0
5 CORRIDA DO ORGULHO LGBT+,862,43,2025,19/10/2025,SAO PAULO,PB,1,0,0,0
CORRIDA DO FOGO CBMPB-GBA,861,24,2025,08/06/2025,GUARABIRA,PR,1,0,1,0
EVOLUA EM MOVIMENTO ETAPA FRANCISCO BELTRAO 2025,861,9,2026,22/02/2026,FRANCISCO BELTRAO,PA,1,0,0,0
AP RUN 2026 - 1 ETAPA,860,5,2026,25/01/2026,BELEM,SC,1,1,1,0
SUMMER RUN PALHOCA 2026,859,23,2025,07/06/2025,PALHOCA,SC,1,0,0,0
LOVE RUN BC,858,38,2025,14/09/2025,BALNEARIO CAMBORIU,SP,1,1,0,0
10 CORRIDA KM RUNNER,858,39,2025,21/09/2025,ARACATUBA,PA,0,1,0,0
2 CORRIDA DROGARIA MAXI POPULAR CASTANHAL- PA,858,51,2025,14/12/2025,CASTANHAL,AL,1,0,0,0
2 TRAIPU RUN 2025,858,51,2025,14/12/2025,TRAIPU,ES,1,1,0,0
CORRIDA DANI-SE VOU CORRER 2025,858,5,2026,25/01/2026,VITORIA,SP,1,1,0,0
6 SUMMER RUN ETAPA SAO PAULO 2026,857,46,2025,15/11/2025,SAO PAULO,PE,1,1,0,0
